,profile,gender,favorites,link,birth_year
226,ycleped,Male,"['4181', '12365', '9756', '5205', '35851', '30727', '35557', '39417', '15989']",https://myanimelist.net/profile/ycleped,1998
227,PyraXadon,Male,"['3297', '14811', '38680', '35413', '31646', '10162', '25835']",https://myanimelist.net/profile/PyraXadon,1998
228,Otorez,Male,"['1818', '38524', '35849', '22961', '28677', '18679']",https://myanimelist.net/profile/Otorez,1998
229,NinjaofNoob_ALT1,Male,"['1535', '36882', '16498', '38572', '24833', '11757', '8074', '22319', '19815']",https://myanimelist.net/profile/NinjaofNoob_ALT1,1996
230,BakaChii,Female,"['6702', '28171', '37105', '10800', '1735', '31043', '20583', '7674', '22789', '30654']",https://myanimelist.net/profile/BakaChii,1995
231,StepUpSon,Male,"['11061', '33255', '11843', '14719', '22135']",https://myanimelist.net/profile/StepUpSon,1997
232,TrashDax,Male,"['9756', '28851', '9253', '6547', '24765', '18679', '934', '849', '530', '30831']",https://myanimelist.net/profile/TrashDax,1930
233,Ivoire,Female,"['5680', '853', '1530', '4224', '2167']",https://myanimelist.net/profile/Ivoire,1993
234,Ibelucas,Male,"['9989', '1575', '9253', '7791', '5114', '32245', '30276']",https://myanimelist.net/profile/Ibelucas,1994
235,chrhndy,Male,"['1', '486', '339']",https://myanimelist.net/profile/chrhndy,1992
236,Naturally_Morbid,Female,"['5530', '4898']",https://myanimelist.net/profile/Naturally_Morbid,1995
237,Astralis,Male,"['1575', '479', '6746']",https://myanimelist.net/profile/Astralis,1996
238,AzureEclipse,Male,"['227', '355', '4224', '339', '5081']",https://myanimelist.net/profile/AzureEclipse,1988
239,classystarman,Female,"['9756', '5114', '721', '16067', '1535', '9253', '28223', '31174', '1735']",https://myanimelist.net/profile/classystarman,1994
240,klipol,Male,"['4898', '35839', '935', '30346', '9253', '21681', '239', '790', '10161']",https://myanimelist.net/profile/klipol,2000
241,ForeverFizz8,Male,"['12355', '28977', '10030', '2001', '16782', '1943', '7311', '227', '416', '10408']",https://myanimelist.net/profile/ForeverFizz8,1997
242,FlareKnight,Male,['21573'],https://myanimelist.net/profile/FlareKnight,1986
243,-Yukimaru,Female,"['6547', '934', '9756', '228', '2001']",https://myanimelist.net/profile/-Yukimaru,1991
244,NightmareRWolf,Female,"['249', '20', '2966', '38000']",https://myanimelist.net/profile/NightmareRWolf,1994
245,Tetradact,Male,[],https://myanimelist.net/profile/Tetradact,1990
246,Reflex96,Male,"['16067', '6547', '15379', '2167', '4181']",https://myanimelist.net/profile/Reflex96,1996
247,motoko09,Female,"['467', '5114', '1535', '120', '182']",https://myanimelist.net/profile/motoko09,1990
248,baobin,Male,"['21', '2928']",https://myanimelist.net/profile/baobin,1998
249,JKinky88,Male,"['13601', '7785', '1']",https://myanimelist.net/profile/JKinky88,2001
250,game8910,Male,"['33354', '34798']",https://myanimelist.net/profile/game8910,1989
251,Dorcas_Aurelia,Male,"['721', '343', '1546', '9756', '400']",https://myanimelist.net/profile/Dorcas_Aurelia,1984
252,UnknownUser-,Male,[],https://myanimelist.net/profile/UnknownUser-,1993
253,AnimeFan48,Male,"['4224', '4214', '2993']",https://myanimelist.net/profile/AnimeFan48,1995
254,RPWPA,Male,"['22789', '5081', '15417', '35078', '35839', '34798', '486', '11617', '4081', '28957']",https://myanimelist.net/profile/RPWPA,1998
255,BK_girl483,Female,"['32995', '38680', '877', '21557', '23317', '23333', '22145', '481', '64', '1535']",https://myanimelist.net/profile/BK_girl483,1997
256,ravenwritingdesk,Female,"['853', '3613', '11001', '202']",https://myanimelist.net/profile/ravenwritingdesk,1996
257,dark_meowlord,Female,"['777', '6895', '199', '1735']",https://myanimelist.net/profile/dark_meowlord,1993
258,LolaStarr,Female,"['1', '226', '1887', '2167', '1579']",https://myanimelist.net/profile/LolaStarr,1991
259,MetaThPr4h,Male,"['15061', '4181', '28669', '34612', '9253', '12365', '32093', '28223', '12191', '16732']",https://myanimelist.net/profile/MetaThPr4h,1995
260,xkylehasheartx,Non-Binary,"['431', '3332', '4898', '10165', '1824']",https://myanimelist.net/profile/xkylehasheartx,1995
261,LegionWrex,Male,"['30', '1', '5114', '9756', '1575', '457', '31964', '2251', '85', '16498']",https://myanimelist.net/profile/LegionWrex,1997
262,Tyrannicswine117,Male,"['5114', '4181', '9253', '18679', '1', '2001', '1535', '9919', '14741', '23755']",https://myanimelist.net/profile/Tyrannicswine117,1997
263,Lord-Zul,Male,[],https://myanimelist.net/profile/Lord-Zul,1992
264,Huiyue,Male,"['13655', '530', '390', '11757', '467']",https://myanimelist.net/profile/Huiyue,1992
265,kasumi_imai,Female,"['324', '80', '36038', '28735']",https://myanimelist.net/profile/kasumi_imai,1993
266,Kuridoll,Female,"['339', '6114', '1818', '249', '1728']",https://myanimelist.net/profile/Kuridoll,1991
267,MonkeyBunkey,Female,[],https://myanimelist.net/profile/MonkeyBunkey,1930
268,ClaClaX,Female,"['322', '877', '1535', '3092', '853', '966']",https://myanimelist.net/profile/ClaClaX,1993
269,shiroanna,Female,"['16498', '8769', '228', '27', '1642']",https://myanimelist.net/profile/shiroanna,1997
270,XxXTsubomiXxX,Female,"['2389', '4898', '16592', '164', '1371']",https://myanimelist.net/profile/XxXTsubomiXxX,1985
271,bd602grl,Female,"['877', '623', '8422', '3457', '687', '322']",https://myanimelist.net/profile/bd602grl,1978
272,SparkleHeartache,Female,"['530', '721', '237', '4224', '30']",https://myanimelist.net/profile/SparkleHeartache,1994
273,four-am,Female,"['205', '1482', '18179', '16498', '877']",https://myanimelist.net/profile/four-am,1997
274,qichiro,Female,"['371', '372', '1974', '4722', '435']",https://myanimelist.net/profile/qichiro,1993
275,avadanekedavra,Male,"['6547', '16498', '4654', '13601', '31043']",https://myanimelist.net/profile/avadanekedavra,1993
276,wisa,Female,"['431', '4898', '67', '45', '3588']",https://myanimelist.net/profile/wisa,1989
277,Hypnoticx,Female,"['122', '322', '853', '877']",https://myanimelist.net/profile/Hypnoticx,1996
278,daydreamrose,Female,"['7791', '5678', '849', '6547', '32977', '1', '16782']",https://myanimelist.net/profile/daydreamrose,1994
279,arme,Female,"['6', '20', '58', '121']",https://myanimelist.net/profile/arme,1990
280,Traece,Male,"['396', '80', '2025', '467', '4081']",https://myanimelist.net/profile/Traece,1992
281,Otherian,Male,"['770', '227', '1210', '1535', '790']",https://myanimelist.net/profile/Otherian,1990
282,Arsid,Male,['97'],https://myanimelist.net/profile/Arsid,1993
283,illuminatibg,Male,"['1279', '23273', '9253', '18679', '37517', '12413', '329']",https://myanimelist.net/profile/illuminatibg,1989
284,EggheadLuna,Female,"['1491', '930', '1293', '32', '26', '151', '856', '1889', '25519', '32836']",https://myanimelist.net/profile/EggheadLuna,1991
285,Kyonkochan,Male,"['3654', '569', '853', '813', '2001']",https://myanimelist.net/profile/Kyonkochan,1990
286,5camp,Male,"['1575', '1025', '457', '34599', '2251', '16742', '1535', '14719', '9756', '820']",https://myanimelist.net/profile/5camp,1990
287,comiclove,Non-Binary,"['1', '30', '35120', '467', '4087', '437', '578', '34537']",https://myanimelist.net/profile/comiclove,1999
288,Adramelech,Male,"['457', '9253', '1575', '2251', '5114', '32182']",https://myanimelist.net/profile/Adramelech,1994
289,vtiger,Male,"['165', '468', '9756', '10087', '194']",https://myanimelist.net/profile/vtiger,1987
290,spacemonkey93,Male,"['245', '2001', '5114', '263', '1']",https://myanimelist.net/profile/spacemonkey93,1993
291,Dai_to,Male,"['457', '13601', '962', '202', '790', '13125', '26', '205', '2596', '6774']",https://myanimelist.net/profile/Dai_to,1991
292,Vurtox,Male,"['1', '457', '205', '6', '801', '7588', '918', '2246', '73', '10379']",https://myanimelist.net/profile/Vurtox,1986
293,Tetsu_Jin,Female,"['11771', '19815']",https://myanimelist.net/profile/Tetsu_Jin,1997
294,Prudence,Female,"['60', '9989', '6114', '6547', '6702', '31043']",https://myanimelist.net/profile/Prudence,1993
295,bitsypookums24,Female,"['1', '338', '721', '853', '530']",https://myanimelist.net/profile/bitsypookums24,1987
296,Midori84hua,Female,"['205', '853']",https://myanimelist.net/profile/Midori84hua,1931
297,vitaamin,Female,[],https://myanimelist.net/profile/vitaamin,1989
298,mocchichi,Female,"['12531', '4081', '2159', '13125', '457']",https://myanimelist.net/profile/mocchichi,1998
299,Megan_Rene,Female,"['249', '269', '1735', '14713', '210', '150', '20', '10800', '199']",https://myanimelist.net/profile/Megan_Rene,1996
300,Miki-Samusu,Female,"['205', '24833', '32729', '325', '4898', '17895', '10620', '1535', '877', '4087']",https://myanimelist.net/profile/Miki-Samusu,1992
301,gottoadmititnow,Female,"['9656', '6045']",https://myanimelist.net/profile/gottoadmititnow,1997
302,Bintoki,Male,"['9756', '30', '34599', '5114', '11061', '9253', '2904', '31933', '1', '918']",https://myanimelist.net/profile/Bintoki,2001
303,Simple-otaku7319,Male,[],https://myanimelist.net/profile/Simple-otaku7319,2004
304,giannis85,Male,"['30', '19', '10937', '1', '5114', '9756', '9253', '11741', '97', '12029']",https://myanimelist.net/profile/giannis85,1985
305,MsBlinou,Female,[],https://myanimelist.net/profile/MsBlinou,1992
306,Brainless906,Male,"['2904', '1575', '2001', '30', '390']",https://myanimelist.net/profile/Brainless906,1991
307,bmoore07,Male,"['19', '427', '11061', '10721', '97', '267', '30240', '4639', '5005']",https://myanimelist.net/profile/bmoore07,1998
308,Enigmatica,Male,"['30', '820', '9756', '18679', '5081', '35997']",https://myanimelist.net/profile/Enigmatica,1989
309,Archaeon,Male,"['457', '5005', '3297', '2321', '918']",https://myanimelist.net/profile/Archaeon,1975
310,robert788,Male,"['38826', '38328', '1887', '35790', '35849', '30544', '33352', '4382', '4224', '6547']",https://myanimelist.net/profile/robert788,1992
311,Fantasiaanzu1,Female,[],https://myanimelist.net/profile/Fantasiaanzu1,1995
312,Amikke,Male,"['8841', '10620', '11597', '934', '226']",https://myanimelist.net/profile/Amikke,1995
313,Smithy,Male,"['147', '226', '43', '1', '477']",https://myanimelist.net/profile/Smithy,1977
314,ReineMurasame,Male,"['15583', '34240']",https://myanimelist.net/profile/ReineMurasame,1990
315,artanblacknight,Male,"['10087', '19815', '5114', '2167', '9756', '11061', '1575', '9253', '14813']",https://myanimelist.net/profile/artanblacknight,1996
316,Rabb2t,Female,"['38329', '25013', '4181', '35839', '2966', '34599', '35851', '23847', '11741', '9253']",https://myanimelist.net/profile/Rabb2t,2001
317,Kukker,Male,"['5420', '820', '26', '877', '3701', '338', '2251', '7193', '486', '6594']",https://myanimelist.net/profile/Kukker,1994
318,Goukeban,Male,"['7724', '4224', '889', '1827', '34561', '25879', '237', '2001', '17909', '32948']",https://myanimelist.net/profile/Goukeban,1930
319,SmileToday191,Female,"['8142', '164', '160', '30', '16']",https://myanimelist.net/profile/SmileToday191,1930
320,shinimi,Female,"['5530', '1535', '853', '120', '1575']",https://myanimelist.net/profile/shinimi,1990
321,Zarashy,Male,"['457', '19', '918', '37965', '486', '467', '2246', '2251', '7785', '205']",https://myanimelist.net/profile/Zarashy,1988
322,Lillyness,Female,"['5114', '877', '918', '11739', '10721']",https://myanimelist.net/profile/Lillyness,1991
323,Venneh,Female,"['239', '440', '323', '2251', '345']",https://myanimelist.net/profile/Venneh,1988
324,Lvl10,Female,"['99', '427', '3974', '31988', '30123', '28249', '1013']",https://myanimelist.net/profile/Lvl10,1990
325,Xinil,Male,"['1', '6', '263', '72', '11061']",https://myanimelist.net/profile/Xinil,1985
326,alkga,Male,"['31988', '27989', '36949', '36962', '32282', '28171', '1535']",https://myanimelist.net/profile/alkga,2001
327,HalloBruce,Male,"['2001', '33489', '30', '227', '5114', '1', '11061', '34599', '30831', '1535']",https://myanimelist.net/profile/HalloBruce,1933
328,anniemeaddict,Female,"['31646', '16498', '12355', '431', '28891', '121', '28171', '30503', '20507']",https://myanimelist.net/profile/anniemeaddict,1994
329,luccaleonmachad,Male,"['205', '2001', '28171', '5114']",https://myanimelist.net/profile/luccaleonmachad,2001
330,YeeYeeAss,Male,"['9253', '30654', '37105', '32937', '37991', '31933', '38691', '34599', '39195', '40269']",https://myanimelist.net/profile/YeeYeeAss,2000
331,TuyNOM,Male,"['11665', '28891', '33095', '24701', '22135', '5941', '820', '19']",https://myanimelist.net/profile/TuyNOM,1993
332,PapaCow,Male,"['4181', '16742', '10620', '433']",https://myanimelist.net/profile/PapaCow,1999
333,SeoulFinder,Male,"['4181', '6547', '857', '323', '2924']",https://myanimelist.net/profile/SeoulFinder,1991
334,LoveAnime93,Male,"['5114', '11757', '32281', '1555', '10620']",https://myanimelist.net/profile/LoveAnime93,1993
335,genma-kai,Female,"['1571', '9756', '777', '3457', '1696']",https://myanimelist.net/profile/genma-kai,1991
336,AgelessPharaoh,Male,"['5114', '11933', '1735', '5081', '2904', '7222', '5310', '1089', '22043']",https://myanimelist.net/profile/AgelessPharaoh,1993
337,Zendyx,Female,"['19', '235', '11061']",https://myanimelist.net/profile/Zendyx,2001
338,AshitaNoJonas,Male,"['30', '11061', '3002', '820', '2761', '31933', '85', '187', '392', '3701']",https://myanimelist.net/profile/AshitaNoJonas,1996
339,Bachiatari,Female,"['6707', '4898', '2025', '27', '270']",https://myanimelist.net/profile/Bachiatari,1992
340,IresuOtoko,Male,"['4181', '3297', '228', '2246', '934']",https://myanimelist.net/profile/IresuOtoko,1995
341,Daigo-chan,Female,[],https://myanimelist.net/profile/Daigo-chan,1995
342,Dorregaray,Male,"['2251', '339', '2904', '30', '10087']",https://myanimelist.net/profile/Dorregaray,1990
343,Mitra,Female,"['269', '1254', '1535']",https://myanimelist.net/profile/Mitra,1994
344,Danno,Male,"['2402', '9253', '245', '1017', '3389']",https://myanimelist.net/profile/Danno,1989
345,Catnis,Female,"['121', '199']",https://myanimelist.net/profile/Catnis,1989
346,Bankaieater12,Male,"['457', '5114', '1535', '2904', '202']",https://myanimelist.net/profile/Bankaieater12,1987
347,catalysst,Female,"['202', '13125', '10721', '10490', '2476']",https://myanimelist.net/profile/catalysst,1994
348,mrsKWON,Female,"['1735', '21', '1535', '19', '269']",https://myanimelist.net/profile/mrsKWON,1986
349,Playfulxd,Male,"['263', '22319', '23283', '16918', '18179']",https://myanimelist.net/profile/Playfulxd,1993
350,yukified,Female,"['21', '6702', '135', '1557', '10049']",https://myanimelist.net/profile/yukified,1994
351,baluka,Female,"['2251', '1571', '457', '21']",https://myanimelist.net/profile/baluka,1993
352,kiner_shah,Male,"['30694', '918', '30276', '18179', '31043', '9253', '1535', '1735', '235', '21']",https://myanimelist.net/profile/kiner_shah,1996
353,saphire2moon,Female,"['4898', '1571', '1535', '269', '21']",https://myanimelist.net/profile/saphire2moon,1994
354,Aramir,Male,['21'],https://myanimelist.net/profile/Aramir,1988
355,Hectotane,Male,"['2432', '2002', '1691', '16524', '12055', '39530']",https://myanimelist.net/profile/Hectotane,1974
356,Rayouri,Male,"['4081', '22135', '2001', '1', '20507']",https://myanimelist.net/profile/Rayouri,1998
357,UnholyEhre,Male,"['202', '120', '1530', '1535', '245']",https://myanimelist.net/profile/UnholyEhre,1988
358,Wolfeh,Female,"['721', '1023', '202']",https://myanimelist.net/profile/Wolfeh,1994
359,Jchibi28,Female,"['21', '1735', '1535', '22297', '427', '16498']",https://myanimelist.net/profile/Jchibi28,1996
360,DubOverSub1oo1,Male,"['28851', '416', '813', '392', '202', '6', '5114', '23327', '20057', '1']",https://myanimelist.net/profile/DubOverSub1oo1,1996
361,Geek_Boy,Male,"['8769', '239', '18245', '30', '16782', '7785', '1530', '1088', '4789', '3297']",https://myanimelist.net/profile/Geek_Boy,1997
362,GenesisCore93,Male,"['9253', '6045', '4181', '30', '16067', '2904']",https://myanimelist.net/profile/GenesisCore93,1993
363,Edgedrake,Male,"['11061', '9513', '1', '33486', '31964', '26055', '20899', '31933', '14719', '813']",https://myanimelist.net/profile/Edgedrake,1997
364,Acxelion,Male,"['237', '13601', '17265', '24439', '28171']",https://myanimelist.net/profile/Acxelion,1985
365,LeighManga,Female,"['1', '5114', '121', '1535']",https://myanimelist.net/profile/LeighManga,1991
366,Keyira,Male,"['2966', '1604', '263', '269', '3655']",https://myanimelist.net/profile/Keyira,1991
367,kiritoharem2001,Male,"['16498', '21', '1535']",https://myanimelist.net/profile/kiritoharem2001,2001
368,VIZARDichigo,Male,"['71', '269', '4224', '1575', '2167']",https://myanimelist.net/profile/VIZARDichigo,1992
369,5sos,Female,"['9919', '20507', '22789', '15379', '23289']",https://myanimelist.net/profile/5sos,1998
370,Shokzman,Male,"['918', '4181', '5114', '21', '8086']",https://myanimelist.net/profile/Shokzman,1992
371,Ranyore,Male,"['270', '121', '732', '199']",https://myanimelist.net/profile/Ranyore,1985
372,Abysslulu,Female,"['22', '93', '2581', '2904', '1535']",https://myanimelist.net/profile/Abysslulu,1994
